R_Code,R_Descr,R_DryM,R_Water,R_Energy,R_Protein,R_Lipid,R_Cho,R_Fiber,R_Ca,R_Fe,R_Zn,R_VitC,R_Thiamin,R_Riboflavin,R_Niacin,R_VitB_6,R_Folate_food,R_FolicAcid,R_Folate_total,R_Folate_DFE,R_VitB_12,R_VitA_IU,R_VitA_RE,R_Retinol,R_AlphaCarotene,R_BetaCarotene,R_BetaCryptoxanthin
1,"CHEESE,BAKED",1,1,1,1,1,1,1,1,1,1,0.65,0.75,1,1,0.75,0.8,0.8,0.8,0.8,0.55,1,1,1,1,1,1
3,"CHEESE,BROILED",1,1,1,1,1,1,1,1,1,1,0.65,0.75,1,1,0.75,0.8,0.8,0.8,0.8,0.55,1,1,1,1,1,1
5,"CHEESE,COOKED,W/LIQUID",1,1,1,1,1,1,1,1,1,1,0.65,0.75,1,1,0.75,0.8,0.8,0.8,0.8,0.55,1,1,1,1,1,1
7,"CHEESE,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
101,"EGGS,BAKED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.95,0.9,0.95,0.75,0.75,0.75,0.75,0.8,1,1,1,1,1,1
103,"EGGS,FRIED,SCRAMBLED",1,1,1,1,1,1,1,1,1,1,0.8,0.85,0.95,0.95,0.95,0.75,0.75,0.75,0.75,0.85,1,1,1,1,1,1
105,"EGGS,HARD,COOKED",1,1,1,1,1,1,1,1,1,1,0.8,0.85,0.95,0.95,0.95,0.75,0.75,0.75,0.75,0.85,1,1,1,1,1,1
107,"EGGS,POACHED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.8,1,1,1,1,1,1
109,"EGGS,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
151,"FRUITS,FRESH(NOT-CITRUS),BAKED",1,1,1,1,1,1,1,0.95,1,1,0.8,0.8,0.95,0.9,0.95,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
152,"FRUITS,FRESH(NOT-CITRUS),BROILED",1,1,1,1,1,1,1,0.95,1,1,0.8,0.8,0.95,0.9,0.95,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
153,"FRUITS,FRESH(NOT-CITRUS)SAUTEED",1,1,1,1,1,1,1,0.95,1,1,0.7,0.8,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.75,0.75
154,"FRUITS,CANNED",1,1,1,1,1,1,1,0.95,1,1,0.5,0.8,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.75,0.75
155,"FRUITS,FRESH(NOT-CITRUS),STEWED",1,1,1,1,1,1,1,0.95,1,1,0.7,0.8,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.75,0.75
156,"FRUITS,FROZEN",1,1,1,1,1,1,1,0.95,1,1,0.7,0.95,1,1,1,0.95,0.95,0.95,0.95,1,0.95,0.95,0.95,0.95,0.95,0.95
157,"FRUITS,FRESH(NOT-CITRUS),REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,1,0.95,0.95,0.95,0.95,1,0.95,0.95,0.95,0.95,0.95,0.95
158,"FRUITS,DRIED",1,1,1,1,1,1,1,1,1,1,0.2,0.7,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
251,"FRUITS(DRIED),BAKED",1,1,1,1,1,1,1,0.95,1,1,0.8,0.8,0.95,0.9,0.95,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
253,"FRUITS(DRIED),SAUTEED",1,1,1,1,1,1,1,0.95,1,1,0.7,0.8,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.75,0.75
255,"FRUITS(DRIED),STEWED",1,1,1,1,1,1,1,0.95,1,1,0.7,0.8,0.9,0.9,0.9,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.75,0.75
257,"FRUITS(DRIED),REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,1,0.95,0.95,0.95,0.95,1,0.95,0.95,0.95,0.95,0.95,0.95
270,"FRUITS,CITRUS,CKD",1,1,1,1,1,1,1,1,1,1,0.95,0.95,0.95,0.95,0.95,0.7,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95
301,"FLOUR/MEAL,BAKED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.9,0.9,0.9,0.9,0.9,0.9
302,"FLOUR/MEAL,BOILED,STEAMED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.9,0.9,0.9,0.9,0.9,0.9
304,"FLOUR/MEAL,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,1,0.9,0.9,0.9,0.9,1,1,1,1,1,1,1
305,"FLOUR/MEAL,SAUTEED",1,1,1,1,1,1,1,1,1,1,0.8,0.75,0.9,0.9,0.9,0.65,0.65,0.65,0.65,1,0.85,0.85,0.85,0.85,0.85,0.85
306,"FLOUR/MEAL,TOASTED",1,1,1,1,1,1,1,1,1,1,0.85,0.8,1,1,1,0.85,0.85,0.85,0.85,1,0.95,0.95,0.95,0.95,0.95,0.95
351,"OATMEAL,INST,COOKED",1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1
352,"OATMEAL,REG/QUICK,COOKED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.9,0.9,0.9,0.9,0.9,0.9
357,"CEREAL,INST,COOKED",1,1,1,1,1,1,1,1,1,1,0.9,0.9,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1
358,"CEREAL,REG/QUICK,COOKED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.9,0.9,0.9,0.9,0.9,0.9
380,"PASTA,BAKED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95
381,"PASTA,BOILED,DRAINED",1,1,1,1,1,1,1,0.95,0.75,1,0.7,0.65,0.75,0.65,0.8,0.7,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95
382,"PASTA,BOILED,DRAINED,BAKED",1,1,1,1,1,1,1,0.95,0.75,1,0.6,0.55,0.75,0.6,0.75,0.5,0.5,0.5,0.5,1,0.9,0.9,0.9,0.9,0.9,0.9
384,"PASTA,BOILED,NOT-DRAINED",1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.9,0.9,0.9,0.7,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95
385,"PASTA,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,1,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1
431,"RICE,WHITE/BROWN,COOKED,DRAINED",1,1,1,1,1,1,1,0.95,0.9,0.95,0.75,0.75,0.9,0.95,0.9,0.6,0.6,0.6,0.6,1,0.95,0.95,0.95,0.95,0.95,0.95
432,"RICE,WHITE/BROWN,COOKED,WATER,USED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.8,0.9,1,0.95,0.7,0.7,0.7,0.7,1,0.95,0.95,0.95,0.95,0.95,0.95
433,"RICE,WHITE/BROWN,SAUTEED+SIMMERED",1,1,1,1,1,1,1,1,0.95,1,0.7,0.75,0.85,1,0.9,0.6,0.6,0.6,0.6,1,0.9,0.9,0.9,0.9,0.9,0.9
434,"RICE,WHITE/BROWN,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,1,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1
501,"LEGUMES,CKD,5/20MIN,BOILED,DRAINED",1,1,1,1,1,1,1,0.85,0.85,0.85,0.65,0.65,0.75,0.7,0.7,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
502,"LEGUMES,CKD,15/20MIN,BLD,WATER,USED",1,1,1,1,1,1,1,0.9,0.9,0.9,0.7,0.7,0.8,0.75,0.75,0.65,0.65,0.65,0.65,1,0.9,0.9,0.9,0.9,0.9,0.9
503,"LEGUMES,CKD,15/20MIN,BLD,DRAIND,BKD",1,1,1,1,1,1,1,0.85,0.85,0.85,0.6,0.6,0.7,0.65,0.65,0.55,0.55,0.55,0.55,1,0.8,0.8,0.8,0.8,0.8,0.8
504,"LEGUMES,CKD,15/20MIN,BOILED+BAKED",1,1,1,1,1,1,1,0.9,0.9,0.9,0.65,0.65,0.75,0.7,0.7,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
505,"LEGUMES,CKD,15/20MIN,BLD,DRND,FRIED",1,1,1,1,1,1,1,0.85,0.85,0.85,0.6,0.6,0.7,0.65,0.65,0.55,0.55,0.55,0.55,1,0.8,0.8,0.8,0.8,0.8,0.8
506,"LEGUMES,CKD,15/20MIN,BOILED+FRIED",1,1,1,1,1,1,1,0.9,0.9,0.9,0.65,0.65,0.75,0.7,0.7,0.6,0.6,0.6,0.6,1,0.85,0.85,0.85,0.85,0.85,0.85
521,"LEGUMES,CKD,45/75MIN,BOILED,DRND",1,1,1,1,1,1,1,0.85,0.8,0.85,0.65,0.6,0.7,0.65,0.65,0.45,0.45,0.45,0.45,1,0.85,0.85,0.85,0.85,0.85,0.85
522,"LEGUMES,CKD,45/75MIN,BLD,WATER,USED",1,1,1,1,1,1,1,0.9,0.85,0.9,0.7,0.65,0.75,0.7,0.7,0.5,0.5,0.5,0.5,1,0.9,0.9,0.9,0.9,0.9,0.9
523,"LEGUMES,CKD,45/75MIN,BLD,DRND,BKD",1,1,1,1,1,1,1,0.85,0.8,0.85,0.6,0.55,0.65,0.6,0.6,0.4,0.4,0.4,0.4,1,0.8,0.8,0.8,0.8,0.8,0.8
524,"LEGUMES,CKD,45/75MIN,BOILED+BAKED",1,1,1,1,1,1,1,0.9,0.85,0.9,0.65,0.6,0.7,0.65,0.65,0.45,0.45,0.45,0.45,1,0.85,0.85,0.85,0.85,0.85,0.85
525,"LEGUMES,CKD,45/75MIN,BLD,DRND,FRIED",1,1,1,1,1,1,1,0.85,0.8,0.85,0.6,0.55,0.65,0.6,0.6,0.4,0.4,0.4,0.4,1,0.8,0.8,0.8,0.8,0.8,0.8
526,"LEGUMES,CKD,45/75MIN,BOILED+FRIED",1,1,1,1,1,1,1,0.9,0.85,0.9,0.65,0.6,0.7,0.65,0.65,0.45,0.45,0.45,0.45,1,0.85,0.85,0.85,0.85,0.85,0.85
541,"LEGUMES,CKD,2/2.5HRS,BOILED,DRAINED",1,1,1,1,1,1,1,0.85,0.75,0.85,0.65,0.4,0.75,0.55,0.5,0.3,0.3,0.3,0.3,1,0.85,0.85,0.85,0.85,0.85,0.85
542,"LEGUMES,CKD,2/2.5HRS,BLD,WATER,USED",1,1,1,1,1,1,1,0.9,0.8,0.9,0.7,0.45,0.8,0.6,0.55,0.35,0.35,0.35,0.35,1,0.9,0.9,0.9,0.9,0.9,0.9
543,"LEGUMES,CKD,2/2.5HRS,BLD,DRND,BKD",1,1,1,1,1,1,1,0.85,0.75,0.85,0.6,0.35,0.7,0.5,0.45,0.25,0.25,0.25,0.25,1,0.8,0.8,0.8,0.8,0.8,0.8
544,"LEGUMES,CKD,2/2.5HRS,BOILED+BAKED",1,1,1,1,1,1,1,0.9,0.8,0.9,0.65,0.4,0.75,0.55,0.5,0.3,0.3,0.3,0.3,1,0.85,0.85,0.85,0.85,0.85,0.85
545,"LEGUMES,CKD,2/2.5HRS,BLD,DRND,FRIED",1,1,1,1,1,1,1,0.85,0.75,0.85,0.6,0.35,0.7,0.5,0.45,0.25,0.25,0.25,0.25,1,0.8,0.8,0.8,0.8,0.8,0.8
546,"LEGUMES,CKD,2/2.5HRS,BOILED+FRIED",1,1,1,1,1,1,1,0.9,0.8,0.9,0.65,0.4,0.75,0.55,0.5,0.3,0.3,0.3,0.3,1,0.85,0.85,0.85,0.85,0.85,0.85
550,"LEGUMES,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1
601,"BEEF,ROASTED",1,1,1,1,1,1,1,0.9,1,1,0.8,0.55,0.95,0.75,0.5,0.95,0.95,0.95,0.95,0.7,0.75,0.75,0.75,0.75,0.75,0.75
602,"BEEF,BROILED,CUT",1,1,1,1,1,1,1,1,0.95,1,0.8,0.7,0.9,0.8,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
603,"BEEF,BROILED,GROUND",1,1,1,1,1,1,1,1,0.95,1,0.8,0.8,0.95,0.9,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
604,"BEEF,FRIED,W/O-COATING",1,1,1,1,1,1,1,1,0.95,1,0.8,0.7,0.9,0.8,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
605,"BEEF,FRIED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.7,0.9,0.8,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
651,"BEEF,ROAST,BRAISED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
652,"BEEF,ROAST,BRAISED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
653,"BEEF,ROAST,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
654,"BEEF,ROAST,SIMMERED,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
701,"BEEF,SLICES,BRWN,SIMMER,WO/DRIPPING",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
702,"BEEF,SLICES,BRWN,SIMMER,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
703,"BEEF,SLICES,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
704,"BEEF,SLICES,SIMMERED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
749,"BEEF,GROUND,BAKED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
750,"BEEF,GROUND,BAKED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
751,"BEEF,GROUND,BRWN,SIMMER,WO/DRIPPING",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
752,"BEEF,GROUND,BRWN,SIMMER,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
753,"BEEF,GROUND,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,1,1,0.8,0.45,0.85,0.55,0.35,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
754,"BEEF,GROUND,SIMMERED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.6,1,0.9,0.5,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
770,"BEEF,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
801,"CHICKEN,BROILED",1,1,1,1,1,1,1,0.95,0.9,1,0.8,0.7,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.65,0.75,0.75,0.75,0.75,0.75,0.75
803,"CHICKEN,FRIED,WO/COATING",1,1,1,1,1,1,1,0.95,0.9,1,0.8,0.7,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.65,0.75,0.75,0.75,0.75,0.75,0.75
804,"CHICKEN,FRIED,W/COATING",1,1,1,1,1,1,1,0.95,0.9,1,0.8,0.7,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.65,0.75,0.75,0.75,0.75,0.75,0.75
805,"CHICKEN,ROASTED",1,1,1,1,1,1,1,0.95,0.9,1,0.8,0.7,0.9,0.8,0.8,0.6,0.6,0.6,0.6,0.65,0.75,0.75,0.75,0.75,0.75,0.75
851,"CHICKEN,BROWN,SIMMER,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,0.9,1,0.8,0.55,0.95,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.75,0.75,0.75,0.75,0.75,0.75
852,"CHICKEN,BROWN,SIMMER,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.75,1,0.95,0.65,0.7,0.7,0.7,0.7,0.65,0.8,0.8,0.8,0.8,0.8,0.8
855,"CHICKEN,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.8,0.9,1,0.8,0.55,0.95,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.75,0.75,0.75,0.75,0.75,0.75
856,"CHICKEN,SIMMERED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.75,1,0.95,0.65,0.7,0.7,0.7,0.7,0.65,0.8,0.8,0.8,0.8,0.8,0.8
864,"CHICKEN,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
1001,"LAMB,BROILED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.6,0.9,0.8,0.65,0.7,0.7,0.7,0.7,0.8,0.75,0.75,0.75,0.75,0.75,0.75
1003,"LAMB,GROUND,BROILED",1,1,1,1,1,1,1,0.9,0.95,1,0.8,0.7,0.8,0.85,0.75,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.75
1004,"LAMB,ROASTED",1,1,1,1,1,1,1,1,1,1,0.8,0.6,0.9,0.8,0.75,0.85,0.85,0.85,0.85,0.75,0.75,0.75,0.75,0.75,0.75,0.75
1051,"LAMB,BROWN,SIMMER,WO/DRIPPINGS",1,1,1,1,1,1,1,1,0.95,0.95,0.8,0.3,0.6,0.6,0.45,0.55,0.55,0.55,0.55,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1052,"LAMB,BROWN,SIMMER,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.45,0.85,0.95,0.7,0.65,0.65,0.65,0.65,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1055,"LAMB,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,1,0.95,0.95,0.8,0.3,0.6,0.6,0.55,0.55,0.55,0.55,0.55,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1056,"LAMB,SIMMERED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.85,0.45,0.85,0.95,0.7,0.65,0.65,0.65,0.65,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1074,"LAMB,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
1151,"LIVER,FRIED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.7,0.9,0.8,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
1152,"LIVER,SIMMERED,WO/DRIPPINGS",1,1,1,1,1,1,1,0.95,0.6,0.9,0.75,0.65,0.55,0.45,0.45,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1153,"LIVER,SIMMERED,W/DRIPPINGS",1,1,1,1,1,1,1,1,1,1,0.8,0.8,1,0.9,0.55,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1154,"LIVER,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
1181,"ORGANMEATS(NOTLIVER),FRIED",1,1,1,1,1,1,1,1,0.95,1,0.8,0.7,0.9,0.8,0.6,0.85,0.85,0.85,0.85,0.8,0.75,0.75,0.75,0.75,0.75,0.75
1182,"ORGANMEATS(NOTLIVER)SIMMRD,WO/DRIP",1,1,1,1,1,1,1,0.95,0.6,0.9,0.75,0.65,0.55,0.45,0.45,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1183,"ORGANMEATS(NOTLIVER)SIMMRD,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.8,0.8,1,0.9,0.55,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1184,"ORGANMEATS(NOTLIVER),REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
1251,"PORK,FRESH,BROILED",1,1,1,1,1,1,1,0.75,0.8,1,0.8,0.7,1,0.8,0.65,0.85,0.85,0.85,0.85,0.9,0.75,0.75,0.75,0.75,0.75,0.75
1252,"PORK,FRESH,FRIED,WO/COATING",1,1,1,1,1,1,1,0.75,0.8,1,0.8,0.7,1,0.8,0.65,0.85,0.85,0.85,0.85,0.9,0.75,0.75,0.75,0.75,0.75,0.75
1253,"PORK,FRESH,FRIED,W/COATING",1,1,1,1,1,1,1,0.75,0.8,1,0.8,0.7,1,0.8,0.65,0.85,0.85,0.85,0.85,0.9,0.75,0.75,0.75,0.75,0.75,0.75
1254,"PORK,FRESH,ROASTED",1,1,1,1,1,1,1,0.95,1,1,0.8,0.6,0.95,0.85,0.85,0.95,0.95,0.95,0.95,0.8,0.75,0.75,0.75,0.75,0.75,0.75
1301,"PORK,FRESH,ROAST,SIMMERED,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1302,"PORK,FRESH,ROAST,SIMMERED,W/DRIPPNG",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1351,"PORK,FRSH,CHOPS,BRWN,SIMMRD,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1352,"PORK,FRSH,CHOPS,BRWN,SIMMRD,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1353,"PORK,FRSH,CHOPS,SIMMERED,WO/DRIPPNG",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1354,"PORK,FRSH,CHOPS,SIMMERED,W/DRIPPNGS",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1401,"PORK,FRSH,GROUND,BRWN,SIMMR,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1402,"PORK,FRSH,GROUND,BRWN,SIMMRD,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1405,"PORK,FRSH,GROUND,SIMMERED,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1406,"PORK,FRSH,GROUND,SIMMERED,W/DRIPPNG",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1407,"PORK,FRESH,REHEATED",1,1,1,1,1,1,1,1,1,1,0.95,0.95,1,1,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1
1451,"PORK,CURED,BROILED",1,1,1,1,1,1,1,0.75,0.8,1,0.8,0.7,1,0.8,0.65,0.85,0.85,0.85,0.85,0.9,0.75,0.75,0.75,0.75,0.75,0.75
1456,"BACON,BROILED/FRIED",1,1,1,1,1,1,1,0.75,0.8,1,0.8,0.45,0.95,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.65,0.65,0.65,0.65,0.65,0.65
1459,"PORK,CURED,ROASTED",1,1,1,1,1,1,1,0.95,1,1,0.8,0.6,0.95,0.85,0.85,0.95,0.95,0.95,0.95,0.8,0.75,0.75,0.75,0.75,0.75,0.75
1521,"HAM/PICNIC,CURED,SIMMERED,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1522,"HAM/PICNIC,CURED,SIMMERED,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1551,"PORK,CURED,SLICE,BRWN,SIMMR,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
1552,"PORK,CURED,SLICE,BRWN,SIMMRD,W/DRIP",1,1,1,1,1,1,1,1,1,1,0.8,0.55,0.9,0.95,0.65,0.7,0.7,0.7,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8
1555,"PORK,CURED,SLICES,SIMMERED,WO/DRIP",1,1,1,1,1,1,1,0.8,1,1,0.75,0.4,0.75,0.8,0.5,0.65,0.65,0.65,0.65,0.6,0.75,0.75,0.75,0.75,0.75,0.75
